Web ID,Region of Incident,Reported Date,Reported Year,Reported Month,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Location Coordinates,Migration Route,URL,UNSD Geographical Grouping,Source Quality
52708,US-Mexico Border,"October 01, 2019",2019,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.023725600000, -112.249076600000",,http://www.humaneborders.info/,Northern America,5
52707,US-Mexico Border,"October 01, 2019",2019,Oct,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.054267600000, -112.280284400000",,http://www.humaneborders.info/,Northern America,5
52706,US-Mexico Border,"September 30, 2019",2019,Sep,1.0,,1,,,1.0,,Unknown,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.779980400000, -111.633008400000",,http://www.humaneborders.info/,Northern America,5
52466,US-Mexico Border,"September 29, 2019",2019,Sep,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Leehman ranch, Eagle Pass, Maverick County, Texas, USA","Zócalo, SuperChannel12","28.738417958720, -100.507007749200",,"http://bit.ly/2pog4lF, http://bit.ly/2oBk3L1",Northern America,3
52703,US-Mexico Border,"September 26, 2019",2019,Sep,1.0,,1,,1.0,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.350592000000, -109.511833000000",,http://www.humaneborders.info/,Northern America,5
52705,US-Mexico Border,"September 26, 2019",2019,Sep,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.458090100000, -113.163995800000",,http://www.humaneborders.info/,Northern America,5
52704,US-Mexico Border,"September 26, 2019",2019,Sep,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.361198000000, -110.172460000000",,http://www.humaneborders.info/,Northern America,5
52475,US-Mexico Border,"September 25, 2019",2019,Sep,1.0,,1,,,1.0,,Unknown (skeletal remains),"Ranch located east of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.120335346567, -98.090651851496",,http://bit.ly/31V1r7M,Northern America,1
52476,US-Mexico Border,"September 25, 2019",2019,Sep,1.0,,1,,,1.0,,Unknown (skeletal remains),"Ranch located north of USBP checkpoint on US Highway 281 near Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.159316849220, -98.202154891570",,http://bit.ly/31V1r7M,Northern America,1
52701,US-Mexico Border,"September 22, 2019",2019,Sep,1.0,,1,,,1.0,,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.758419400000, -112.074414500000",,http://www.humaneborders.info/,Northern America,5
52453,US-Mexico Border,"September 22, 2019",2019,Sep,2.0,,2,,,2.0,,Hyperthermia,"Near Carrizo Springs, Dimmit County, Texas, USA",Zócalo,"28.482962436929, -99.919967482585",,https://bit.ly/2lVHCNN,Northern America,1
52702,US-Mexico Border,"September 22, 2019",2019,Sep,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.746892100000, -111.945738600000",,http://www.humaneborders.info/,Northern America,5
52452,US-Mexico Border,"September 20, 2019",2019,Sep,1.0,,1,,,1.0,,Drowning,"Río Bravo, near International Bridge 1, Eagle Pass, Texas, USA",La Rancherita del Aire,"28.707751107681, -100.511400588450",,https://bit.ly/2nuRqPr,Northern America,1
52699,US-Mexico Border,"September 17, 2019",2019,Sep,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.955518400000, -112.100307300000",,http://www.humaneborders.info/,Northern America,5
52700,US-Mexico Border,"September 17, 2019",2019,Sep,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.064820600000, -112.472643900000",,http://www.humaneborders.info/,Northern America,5
52437,US-Mexico Border,"September 17, 2019",2019,Sep,1.0,,1,,,1.0,,Drowning,"Canal next to the César Chávez Border Highway by Fonseca Drive, El Paso, El Paso County, Texas, USA","El Paso Times, La Jornada","31.753616299345, -106.417258984670",,"http://bit.ly/2kSBxRB, http://bit.ly/2m0utCE",Northern America,3
52698,US-Mexico Border,"September 16, 2019",2019,Sep,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.910019300000, -111.808035200000",,http://www.humaneborders.info/,Northern America,5
52697,US-Mexico Border,"September 16, 2019",2019,Sep,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.947253300000, -112.058614800000",,http://www.humaneborders.info/,Northern America,5
52444,US-Mexico Border,"September 14, 2019",2019,Sep,1.0,,1,,,1.0,,Unknown (skeletal remains),"Ranch near Encino, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"26.962501412677, -98.293211366797",,https://bit.ly/2l1grRh,Northern America,1
52427,US-Mexico Border,"September 13, 2019",2019,Sep,1.0,,1,,,1.0,,Dehydration,"Ranch southwest of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"26.975419020731, -98.236322802092",,http://bit.ly/2mdSO89,Northern America,1
52451,US-Mexico Border,"September 13, 2019",2019,Sep,1.0,,1,,,1.0,,Unknown,"Ranch near Encino, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"26.932000971238, -98.226225375945",,http://bit.ly/2mOowJI,Northern America,1
52391,US-Mexico Border,"September 12, 2019",2019,Sep,1.0,,1,,,1.0,,Unknown (mummified remains),"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.654940500000, -112.088417200000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
52405,US-Mexico Border,"September 11, 2019",2019,Sep,2.0,,2,35.0,1.0,1.0,1.0,Drowning,"Río Bravo, near San Felipe Creek, Del Rio, Val Verde County, Texas","CNN, Univisión, Telemundo","29.326039842099, -100.919307459890",,"https://cnn.it/2mmuLE9, http://bit.ly/2kHXZ00, https://tlmdo.co/2lZ6zrh",Northern America,3
52696,US-Mexico Border,"September 09, 2019",2019,Sep,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.349332500000, -110.139376200000",,http://www.humaneborders.info/,Northern America,5
52695,US-Mexico Border,"September 07, 2019",2019,Sep,1.0,,1,,,1.0,,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"32.057499000000, -111.666072500000",,http://www.humaneborders.info/,Northern America,5
51998,US-Mexico Border,"September 06, 2019",2019,Sep,1.0,,1,,,1.0,,Sickness,"Hospital in San Antonio, Texas after being rescued from the Río Bravo near Eagle Pass, Maverick County, Texas, USA",US Border Patrol,"29.424121900000, -98.493628200000",,http://bit.ly/2lEKVbI,Northern America,5
52671,US-Mexico Border,"September 06, 2019",2019,Sep,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.964036100000, -111.953480900000",,http://www.humaneborders.info/app/mapa.asp,Northern America,5
52407,US-Mexico Border,"September 04, 2019",2019,Sep,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Eagle Pass, Maverick County, Texas, USA",La Rancherita del Aire,"28.719389776553, -100.507124167020",,http://bit.ly/2lSl3cg,Northern America,1
51992,US-Mexico Border,"September 01, 2019",2019,Sep,1.0,,1,,,,,Drowning,"American Canal near El Paso, El Paso County, Texas, USA",US Border Patrol,"31.751634695944, -106.492510924610",,http://bit.ly/2lzTlky,Northern America,5
52416,US-Mexico Border,"August 31, 2019",2019,Aug,1.0,,1,,,1.0,,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.545539900000, -111.307293900000",,http://www.humaneborders.info/,Northern America,5
51982,US-Mexico Border,"August 28, 2019",2019,Aug,1.0,,1,,,1.0,,Dehydration,"Ranch in Dimmit County, Texas, USA","SuperChannel12, Zócalo","28.411651400000, -99.812493500000",,"http://bit.ly/2jSFdCs, http://bit.ly/2kdDqZ4",Northern America,3
52420,US-Mexico Border,"August 27, 2019",2019,Aug,1.0,,1,,,1.0,,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner,"31.969853700000, -111.427588800000",,http://www.humaneborders.info/,Northern America,5
52421,US-Mexico Border,"August 26, 2019",2019,Aug,1.0,,1,,1.0,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.586669000000, -111.753637200000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
51974,US-Mexico Border,"August 24, 2019",2019,Aug,1.0,,1,1.0,1.0,,,Dehydration,"Ranch in Dimmit County, Texas, USA","Zócalo, Breitbart","28.411651400000, -99.812493500000",,"http://bit.ly/2LdLp1v, http://bit.ly/30J61p5",Northern America,3
51975,US-Mexico Border,"August 24, 2019",2019,Aug,1.0,,1,,,,,Presumed drowning,"Río Bravo, near Mission, Hidalgo County, Texas, USA",US Border Patrol,"26.166658691056, -98.337147645366",,http://bit.ly/2UfBpcj,Northern America,5
52419,US-Mexico Border,"August 24, 2019",2019,Aug,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.340439000000, -111.778268200000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
51976,US-Mexico Border,"August 24, 2019",2019,Aug,1.0,,1,,,,,Unknown,"Ranch in Kenedy County, Texas, USA",US Border Patrol,"26.869714700000, -97.698227200000",,http://bit.ly/2UfBpcj,Northern America,5
52418,US-Mexico Border,"August 23, 2019",2019,Aug,1.0,,1,,,1.0,,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.605656100000, -111.522981700000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
52417,US-Mexico Border,"August 22, 2019",2019,Aug,1.0,,1,,,1.0,,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
51972,US-Mexico Border,"August 22, 2019",2019,Aug,1.0,,1,,,,,Presumed drowning,"Río Bravo, near Havana, Hidalgo County, Texas, USA",US Border Patrol,"26.226310823479, -98.516633818581",,http://bit.ly/2UfBpcj,Northern America,5
51971,US-Mexico Border,"August 21, 2019",2019,Aug,2.0,,2,,,1.0,,Unknown (skeletal remains),"Ranch south of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, near Encino, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"26.982052175409, -98.096525608378",,http://bit.ly/2ZpfG7m,Northern America,1
51970,US-Mexico Border,"August 20, 2019",2019,Aug,1.0,,1,,,1.0,,Dehydration,"Ranch north of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.049847012246, -98.168535616548",,http://bit.ly/2ZpfG7m,Northern America,1
52415,US-Mexico Border,"August 17, 2019",2019,Aug,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.127686900000, -112.121001600000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
52414,US-Mexico Border,"August 15, 2019",2019,Aug,1.0,,1,,1.0,,,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.395761300000, -110.187910600000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
52413,US-Mexico Border,"August 14, 2019",2019,Aug,1.0,,1,,,1.0,,Probable hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
51954,US-Mexico Border,"August 13, 2019",2019,Aug,1.0,,1,,,1.0,,Unknown,"Unspecified ranch in Brooks County, Texas near U.S. Highway 281 Border Patrol checkpoint",Breitbart Texas,"26.800871463193, -98.101282160961",,http://bit.ly/2Tze30N,Northern America,1
52410,US-Mexico Border,"August 12, 2019",2019,Aug,1.0,,1,,,1.0,,Unknown,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.110862200000, -111.664848600000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
52411,US-Mexico Border,"August 12, 2019",2019,Aug,1.0,,1,,,,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.124401300000, -111.722357500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
51991,US-Mexico Border,"August 11, 2019",2019,Aug,3.0,,3,,2.0,1.0,,Suffocation,"San Diego County, California, USA","NBC, Kusi News","32.684859100000, -117.044583700000",,"http://bit.ly/2lxwXIJ, http://bit.ly/2ktQLMT",Northern America,3
51949,US-Mexico Border,"August 10, 2019",2019,Aug,1.0,,1,,,1.0,,Unknown,"Near La Grulla, Starr County, Texas, USA",AP,"26.257108089834, -98.636932432800",,"https://bit.ly/2N7mUpz, http://bit.ly/2Tze30N, https://bit.ly/31GPO3U",Northern America,3
52408,US-Mexico Border,"August 09, 2019",2019,Aug,1.0,,1,,,1.0,,Hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.591246000000, -111.089136500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
52409,US-Mexico Border,"August 09, 2019",2019,Aug,1.0,,1,,,1.0,,Hyperthermia,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.911973400000, -111.882153100000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
51947,US-Mexico Border,"August 09, 2019",2019,Aug,1.0,,1,,,1.0,,Unknown,"Ranch near Sarita checkpoint, Kenedy County, Texas, USA",AP,"27.198533249885, -97.812651847266",,"https://bit.ly/2N7mUpz, http://bit.ly/2Tze30N",Northern America,3
51946,US-Mexico Border,"August 08, 2019",2019,Aug,1.0,,1,,,,,Unknown,"Near Sullivan City, Hidalgo County, Texas, USA",AP,"26.270817082003, -98.593158756836",,"https://bit.ly/2N7mUpz, http://bit.ly/2Tze30N",Northern America,3
51940,US-Mexico Border,"August 06, 2019",2019,Aug,1.0,,1,,,,,Drowning,"Río Bravo, near Bowles Ranch, Eagle Pass, Maverick County, Texas, USA",Zócalo,"28.749602003299, -100.453633473300",,http://bit.ly/31kMaMI,Northern America,1
52406,US-Mexico Border,"August 05, 2019",2019,Aug,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.481200700000, -111.667840700000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
51937,US-Mexico Border,"August 03, 2019",2019,Aug,1.0,,1,8.0,,1.0,,Dehydration,"Comanche ranch, Maverick County, Texas, USA","US Border Patrol, Zócalo","28.624902866605, -100.158129172730",,"http://bit.ly/2GSHpCj, http://bit.ly/31kI7QD",Northern America,5
52422,US-Mexico Border,"August 03, 2019",2019,Aug,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Mission, Hidalgo County, Texas, USA",Chiapas Sin Censura,"26.166204168380, -98.335677746760",,http://bit.ly/2kj0vtm,Northern America,1
51917,US-Mexico Border,"August 02, 2019",2019,Aug,1.0,,1,,,1.0,,Dehydration,"Kunafin Junfin ranch, near Normandy, Maverick County, Texas, USA","La Rancherita del Aire, Zócalo","28.908961809038, -100.600107187710",,"http://bit.ly/2T5l7lL, http://bit.ly/2YMSX0c",Northern America,3
51911,US-Mexico Border,"August 01, 2019",2019,Aug,1.0,,1,1.0,,1.0,,Sickness,"Died at the Lordsburg Border Patrol Station in New Mexico, USA, just hours after being apprehended near El Paso",US Border Patrol,"32.348230000000, -108.745486700000",,"http://bit.ly/2Mynhco, https://cbsn.ws/2ZuGOhq, https://reut.rs/31leX3A",Northern America,5
51908,US-Mexico Border,"July 31, 2019",2019,Jul,1.0,,1,,,1.0,,Dehydration,"La Paloma ranch, near Highway 57, Maverick County, Texas, USA","La Rancherita del Aire, Zócalo","28.788046840156, -100.399340051310",,"http://bit.ly/2T5l7lL, http://bit.ly/2YMSX0c",Northern America,3
51933,US-Mexico Border,"July 31, 2019",2019,Jul,2.0,,2,,,,,Unknown,"Different locations in Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.081117540308, -98.200171188456",,http://bit.ly/33menV4,Northern America,1
51931,US-Mexico Border,"July 29, 2019",2019,Jul,1.0,,1,,,,,Unknown (skeletal remains),"Ranch near the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.009070649842, -98.076525118501",,http://bit.ly/33menV4,Northern America,1
51903,US-Mexico Border,"July 29, 2019",2019,Jul,1.0,,1,1.0,1.0,,,Drowning,"Canal near the César Chávez Border Highway at Yarbrough, El Paso, El Paso County, Texas, USA","El Paso Police Department, El Paso Times, El Diario, Prensa Libre","31.710822977115, -106.368404026530",,"http://bit.ly/2YyR6jh, http://bit.ly/2YxoqDd, http://bit.ly/2yrv7Mw, http://bit.ly/2ODWHRG",Northern America,5
51930,US-Mexico Border,"July 28, 2019",2019,Jul,1.0,,1,,,1.0,,Unknown,"Ranch north of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"27.276826238812, -98.061468795878",,http://bit.ly/33menV4,Northern America,1
51901,US-Mexico Border,"July 27, 2019",2019,Jul,1.0,,1,1.0,1.0,,,Dehydration,"Body recovered along the boundary of the Barry M. Goldwater Bombing Range, Yuma County, Arizona, USA",KYMA,"32.403532528465, -113.705843930820",,http://bit.ly/331wTlK,Northern America,1
51943,US-Mexico Border,"July 27, 2019",2019,Jul,4.0,,4,,,,,Drowning,"El Centro, Imperial County, California, USA",Desert Sun,"32.757037478041, -115.566391980990",,https://bit.ly/33zJAEx,Northern America,1
51895,US-Mexico Border,"July 25, 2019",2019,Jul,1.0,,1,,,1.0,,Drowning,"Río Bravo, near Santa Ana National Wildlife Refugee, Hidalgo County, Texas, USA","El Mañana, Zócalo, Noticias al Día","26.054200041735, -98.141739029125",,"http://bit.ly/2yopgYc, http://bit.ly/2SK5os4, http://bit.ly/2mZlkLG",Northern America,3
52404,US-Mexico Border,"July 24, 2019",2019,Jul,1.0,,1,,,1.0,,Unknown,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.057701900000, -112.143021500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
51929,US-Mexico Border,"July 23, 2019",2019,Jul,1.0,,1,,,1.0,,Unknown,"Ranch near Encino, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart News,"26.929552244014, -98.242094456034",,http://bit.ly/33menV4,Northern America,1
52403,US-Mexico Border,"July 22, 2019",2019,Jul,1.0,,1,,,1.0,,Unknown,"Pima County jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.129207900000, -111.146947700000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
52401,US-Mexico Border,"July 22, 2019",2019,Jul,1.0,,1,,,1.0,,Unknown,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.331803200000, -112.524509300000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
51893,US-Mexico Border,"July 22, 2019",2019,Jul,2.0,,2,,1.0,1.0,,Dehydration,"Desert near Arizona State Route 86, Pima County, Arizona, USA",Águilas del Desierto via Phoenix New Times,"31.994554632983, -112.006083362580",,http://bit.ly/2Y7beK9,Northern America,1
52400,US-Mexico Border,"July 22, 2019",2019,Jul,1.0,,1,,,1.0,,Unknown (skeletal remains),"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.373978500000, -111.457253300000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
52402,US-Mexico Border,"July 22, 2019",2019,Jul,1.0,,1,,1.0,,,Probable hyperthermia,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.129207900000, -111.146947700000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
51887,US-Mexico Border,"July 21, 2019",2019,Jul,1.0,,1,,,1.0,,Drowning,"Canal in ranch in Maverick County, Texas, USA","La Rancherita del Aire, Zócalo","28.715580848881, -100.394364241040",,"http://bit.ly/2OiHLsc, http://bit.ly/2JUaxex",Northern America,3
51963,US-Mexico Border,"July 20, 2019",2019,Jul,1.0,,1,,,1.0,,Unknown,"Body recovered near Phoenix, Arizona, USA","CONAMIGUA, Todo Nocitas","33.179906060642, -112.241578803910",,"http://bit.ly/2VEZry4, https://bit.ly/2ZiT0pi, https://bit.ly/325Hkn4",Northern America,5
51942,US-Mexico Border,"July 20, 2019",2019,Jul,1.0,,1,,,1.0,,Hypothermia,"Near El Centro, Imperial County, California, USA",The San Diego Union Tribune,"32.756800460358, -115.643388924410",,https://bit.ly/2KJ3jJd,Northern America,1
52399,US-Mexico Border,"July 20, 2019",2019,Jul,1.0,,1,,,1.0,,Unknown,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"32.573573200000, -111.917944700000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
52398,US-Mexico Border,"July 19, 2019",2019,Jul,1.0,,1,,1.0,,,Unknown (skeletal remains),"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.535548300000, -111.386271500000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
51928,US-Mexico Border,"July 18, 2019",2019,Jul,1.0,,1,,,1.0,,Unknown,"Ranch southwest of Falfurrias, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart,"27.137592559984, -98.230383590799",,http://bit.ly/33menV4,Northern America,1
51927,US-Mexico Border,"July 17, 2019",2019,Jul,1.0,,1,,1.0,,,Unknown,"Ranch southwest of the Falfurrias Border Patrol Checkpoint on Highway 281, Brooks County, Texas, USA",Brooks County Sheriff's Office via Breitbart,"26.985855502773, -98.197718050630",,http://bit.ly/33menV4,Northern America,1
51867,US-Mexico Border,"July 16, 2019",2019,Jul,1.0,,1,,,1.0,,Drowning,"Río Bravo, near International Bridge 1, Eagle Pass, Maverick County, Texas, USA",Zócalo,"28.705314967217, -100.511613685030",,http://bit.ly/2Sk6nPi,Northern America,1
52397,US-Mexico Border,"July 15, 2019",2019,Jul,1.0,,1,,,1.0,,Probable hyperthermia,"Pima Couny jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner,"31.797256200000, -111.813408800000",Central America to US,http://www.humaneborders.info/app/mapa.asp,Northern America,5
